2024-12-17 22:12:243 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:698 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (30b8035a3e9bd4c372d93e5d5169b26d)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:740 INFO  LoginPage :67 - Getting invalid credential error message : [[ChromeDriver: chrome on windows (30b8035a3e9bd4c372d93e5d5169b26d)] -> xpath: //p[@class='oxd-text oxd-text--p oxd-alert-content-text']]
2024-12-17 22:12:244 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:923 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:186 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:479 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:918 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:991 INFO  ViewSystemUserPage :122 - Clicking on Add button: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2024-12-17 22:12:948 INFO  ViewSystemUserPage :127 - Verifying User added text: Add User
2024-12-17 22:12:17 INFO  AddUserPage :24 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: (//div[@class = 'oxd-select-wrapper'])[1]]
2024-12-17 22:12:236 INFO  AddUserPage :29 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //span[contains(text(),'Admin')]]
2024-12-17 22:12:381 INFO  ViewSystemUserPage :133 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Ranga  Akunuri')]'
2024-12-17 22:12:12 INFO  ViewSystemUserPage :140 - Entering User: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2024-12-17 22:12:182 INFO  ViewSystemUserPage :145 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2024-12-17 22:12:444 INFO  ViewSystemUserPage :154 - Entering Password: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2024-12-17 22:12:526 INFO  ViewSystemUserPage :159 - Entering Confirm Password: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2024-12-17 22:12:668 INFO  ViewSystemUserPage :164 - Clicking on Save: [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2024-12-17 22:12:284 INFO  ViewSystemUserPage :169 - Getting User Added Successfully message : [[ChromeDriver: chrome on windows (13789dcc0a863d55247a7b5aa3e4f4e2)] -> xpath: //p[@class='oxd-text oxd-text--p oxd-text--toast-message oxd-toast-content-text']]
2024-12-17 22:12:99 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:685 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:946 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:257 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:614 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:752 INFO  ViewSystemUserPage :176 - Enter Ananya23 to User Name field : [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:997 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: (//i)[13]]
2024-12-17 22:12:174 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:326 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (797f4564b29cf3ee401e941dab7a0271)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:370 INFO  ViewSystemUserPage :220 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2024-12-17 22:12:500 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:111 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:461 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:347 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:711 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:819 INFO  ViewSystemUserPage :176 - Enter Ananya23 to User Name field : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:838 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:82 INFO  ViewSystemUserPage :185 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //span[contains(text(),'Admin')]]
2024-12-17 22:12:264 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: (//i)[13]]
2024-12-17 22:12:384 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:538 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (e0089ff35bd142192df1e2268adad608)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:568 INFO  ViewSystemUserPage :220 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2024-12-17 22:12:160 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:654 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:851 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:844 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:197 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:475 INFO  ViewSystemUserPage :176 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:508 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:634 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:801 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:921 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:193 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: (//i)[13]]
2024-12-17 22:12:355 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:431 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:514 INFO  ViewSystemUserPage :216 - Clicking on Reset button : [[ChromeDriver: chrome on windows (694605176d780147d570132fde2493a3)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 22:12:24 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:600 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:803 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:768 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:101 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:397 INFO  ViewSystemUserPage :176 - Enter Cassidy.Hope to User Name field : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:429 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:567 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:722 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:833 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:124 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: (//i)[13]]
2024-12-17 22:12:296 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:432 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:579 INFO  ViewSystemUserPage :216 - Clicking on Reset button : [[ChromeDriver: chrome on windows (5b7fd9717f47ecc1e63afe56f4d65769)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 22:12:228 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:718 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:833 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:765 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:99 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:383 INFO  ViewSystemUserPage :176 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:414 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:546 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:703 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:836 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:40 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: (//i)[13]]
2024-12-17 22:12:193 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:277 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:361 INFO  ViewSystemUserPage :216 - Clicking on Reset button : [[ChromeDriver: chrome on windows (d1c7ab289317504741a23af1b58e2502)] -> xpath: //button[normalize-space()='Reset']]
2024-12-17 22:12:684 INFO  LoginPage :41 - Enter User Name: Admin
2024-12-17 22:12:114 INFO  LoginPage :51 - Enter Password: admin123
2024-12-17 22:12:225 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //button[normalize-space()='Login']]
2024-12-17 22:12:361 INFO  HomePage :45 - Clicking on Admin link : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //li[1]//a[1]//span[1]]
2024-12-17 22:12:732 INFO  ViewSystemUserPage :117 - Verifying System User Text: [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-12-17 22:12:28 INFO  ViewSystemUserPage :176 - Enter Odis.Adalwin to User Name field : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-12-17 22:12:66 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:214 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:369 INFO  ViewSystemUserPage :180 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-12-17 22:12:498 INFO  ViewSystemUserPage :190 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //span[contains(text(),'ESS')]]
2024-12-17 22:12:699 INFO  ViewSystemUserPage :196 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: (//i)[13]]
2024-12-17 22:12:848 INFO  ViewSystemUserPage :201 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //span[normalize-space()='Disabled']]
2024-12-17 22:12:929 INFO  ViewSystemUserPage :211 - Clicking on Search button : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //button[normalize-space()='Search']]
2024-12-17 22:12:18 INFO  ViewSystemUserPage :216 - Clicking on Reset button : [[ChromeDriver: chrome on windows (5da7cd323f6afda2c87a97a94e6ada1b)] -> xpath: //button[normalize-space()='Reset']]
